show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_number,duration_type,year_added,duration_num,content_length_category,original_vs_licensed,duration_int
s2502,Movie,Either Me Or My Auntie,Saeed Hamed,"Mohamed Henedi, Donia Samir Ghanim, Hassan Hosny, Fadia Abdel Ghany, Alaa Morsy, Lotfy Labib, Nabil Issa, Hatem Jamel, Alaa Zinhom, Hala Sarhan",Egypt,2020-05-19,2006-01-01,TV-PG,105 min,"Comedies, International Movies","a musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more.",105.0,min,2020.0,105.0,Medium Movie,Licensed,105.0
s2503,Movie,Escaping Tel Aviv,Sherif Arafa,"Karim Abdel Aziz, Mona Zaki, Sherif Mounir, Entsar, Salem Klass, Sabri Abdulmonem, Kinda Alloush, Yasser Ali Maher, Kamal Suliman, Jerjes Jbara",Egypt,2020-05-19,2009-01-01,TV-14,120 min,"Action & Adventure, International Movies","after her husband reveals he's an undercover mossad agent, an egyptian woman and their children are taken to israel, prompting an urgent rescue mission.",120.0,min,2020.0,120.0,Medium Movie,Licensed,120.0
s2504,Movie,Game Over,Ahmed Al-Badry,"Yousra, Mai Ezz El-Din, Ezzat Abou Aouf, Mohamed Nour",Egypt,2020-05-19,2012-01-01,TV-14,96 min,"Comedies, International Movies, Romantic Movies",a woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.,96.0,min,2020.0,96.0,Medium Movie,Licensed,96.0
s2505,Movie,Karkar,Ali Ragab,"Mohamed Saad, Hassan Hosny, Ragaa Al-Geddawy, Yasmin Abdulaziz, Alaa Morsy",Egypt,2020-05-19,2007-01-01,TV-14,107 min,"Comedies, International Movies","after electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative.",107.0,min,2020.0,107.0,Medium Movie,Licensed,107.0
s2506,Movie,My Sleeping Lover,Ahmad El-Badri,"Mai Ezz El-Din, Khaled Abol Naga, Hassan Hosny, Marwa Abdel Monem, Moustafa Haridy, Nahla Zaki, Ezzat Abou Aouf, Reda Hamed, Muhammad Qishta",Egypt,2020-05-19,2008-01-01,TV-PG,93 min,"Comedies, International Movies","after undergoing hypnosis, ramez finally meets the woman of his dreams — but his vision of her appearance doesn't quite match up with reality.",93.0,min,2020.0,93.0,Medium Movie,Licensed,93.0
s2507,Movie,Omar & Salma 2,Ahmad El-Badri,"Tamer Hosny, Mai Ezz El-Din, Ezzat Abou Aouf, Marwa Abdel Monem, Hussien Elgohary, Mirhan, Maysara",Egypt,2020-05-19,2009-01-01,TV-14,101 min,"Comedies, International Movies","now parents, omar and salma hit some obstacles while raising their two children and staying in love after the honeymoon ends.",101.0,min,2020.0,101.0,Medium Movie,Licensed,101.0
s2508,Tv Show,Patton Oswalt: I Love Everything,Marcus Raboy,"Patton Oswalt, Bob Rubin",United States,2020-05-19,2020-01-01,TV-MA,1 season,"Stand-Up Comedy & Talk Shows, Tv Comedies",turning 50. finding love again. buying a house. experiencing existential dread at denny's. life comes at patton oswalt fast in this stand-up special.,1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2509,Tv Show,Sweet Magnolias,Unknown,"Joanna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone",United States,2020-05-19,2020-01-01,TV-14,1 season,"Romantic Tv Shows, Tv Dramas","lifelong friends maddie, helen and dana sue lift each other up as they juggle relationships, family and careers in the small, southern town of serenity.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2510,Movie,Tarek'S Situation,Wael Ehsan,"Ahmed Helmy, Nour, Majdi Kamel, Khaled El Sawy, Mais Hamdan, Moataza Abdel Sabour, Youssef Dawood, Youssef Fawzy, Mohamed Sharaf, Osama Munir",Egypt,2020-05-19,2006-01-01,TV-14,110 min,"Comedies, International Movies, Romantic Movies","asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing.",110.0,min,2020.0,110.0,Medium Movie,Licensed,110.0
s2511,Movie,The Beach Loafer,Ali Ragab,"Ahmed Helmy, Yasmin Abdulaziz, Mahmoud Abdel Moghny, Lotfy Labib, Soad Nasr, Rico, Ahmed Rateb, Youssef Eid",Egypt,2020-05-19,2004-01-01,TV-14,112 min,"Comedies, International Movies","a wedding singer and his friends try to prove his innocence after he's accused of murder, a situation threatening his own marriage plans.",112.0,min,2020.0,112.0,Medium Movie,Licensed,112.0
s2512,Movie,Wadjda,Haifaa Al-Mansour,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd, Sultan Al Assaf, Alanoud Sajini, Rafa Al Sanea, Dana Abdullilah","Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",2020-05-19,2012-01-01,PG,93 min,"Dramas, Independent Movies, International Movies",a persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. but it's going to take some ingenuity to get one.,93.0,min,2020.0,93.0,Medium Movie,Licensed,93.0
s2513,Movie,Zaki Chan,Wael Ihsan,"Ahmed Helmy, Yasmin Abdulaziz, Hassan Hosny, Hasan Kami",Egypt,2020-05-19,2005-01-01,TV-PG,109 min,"Comedies, International Movies, Romantic Movies",an unqualified young man has his work cut out for him when he is hired as a rich girl’s bodyguard to keep her from the boyfriend her dad disapproves of.,109.0,min,2020.0,109.0,Medium Movie,Licensed,109.0
s2514,Movie,Light In The Dark,Ekene Som Mekwunye,"Rita Dominic, Joke Silva, Ngozi Nwosu, Kiki Omeili, Kalu Ikeagwu, Emmanuel Essien, Saidi Balogun",Nigeria,2020-05-18,2019-01-01,TV-14,105 min,"Dramas, International Movies",a terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.,105.0,min,2020.0,105.0,Medium Movie,Licensed,105.0
s2515,Tv Show,The Big Flower Fight,Unknown,"Natasia Demetriou, Vic Reeves, Kristen Griffith-Vanderyacht",United Kingdom,2020-05-18,2020-01-01,TV-PG,1 season,"British Tv Shows, International Tv Shows, Reality Tv","ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2516,Tv Show,Patriot Act With Hasan Minhaj,Unknown,Hasan Minhaj,United States,2020-05-17,2020-01-01,TV-MA,6 seasons,"Stand-Up Comedy & Talk Shows, Tv Comedies","every sunday, hasan minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",6.0,season,2020.0,6.0,Multi Season Show,Original,6.0
s2517,Movie,The End,Mohammed Alhmly,"Mohamed El Hemaly, Abdulla Al-Khudr, Ghadeer Zayid, Heba El Dorry, Abdulaziz Al-Mesallam, Meshal Al-Farhan, Meshal Al-Mujibel, Ibrahim Al-Sheikhly, Souad Al-Husseini, Soliman Elyassin",Kuwait,2020-05-17,2019-01-01,TV-MA,97 min,"Action & Adventure, Comedies, International Movies","a wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires.",97.0,min,2020.0,97.0,Medium Movie,Licensed,97.0
s2518,Tv Show,Boys Over Flowers,Unknown,"Ku Hye-Sun, Lee Min-Ho, Kim Hyun-Joong, Kim Bum, Kim Joon, Kim So-Eun, Lee Hye-Yeong, Park Ji-Bin, Lim Ye-Jin, Jeong Ho-Bin",South Korea,2020-05-16,2009-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",unassuming high school girl jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.,1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2519,Tv Show,Iris,Unknown,"Lee Byung-Hun, Kim Tae-Hee, Jeong Jun-Ho, Kim Young-Chul, Kim Seung-Woo, Kim So-Yeon, Yun Ju-Sang, Lee Jeong-Kil",South Korea,2020-05-16,2009-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Tv Action & Adventure",two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2520,Tv Show,Avatar: The Last Airbender,Unknown,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker, Dante Basco, Jessie Flower, Mako Iwamatsu",United States,2020-05-15,2007-01-01,TV-Y7,3 seasons,"Classic & Cult Tv, Kids' Tv, Tv Action & Adventure","siblings katara and sokka wake young aang from a long hibernation and learn he's an avatar, whose air-bending powers can defeat the evil fire nation.",3.0,season,2020.0,3.0,Multi Season Show,Licensed,3.0
s2521,Movie,Heaven Without People,Lucien Bourjeily,"Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali",Lebanon,2020-05-15,2017-01-01,TV-MA,91 min,"Dramas, International Movies","from long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery.",91.0,min,2020.0,91.0,Medium Movie,Licensed,91.0
s2522,Movie,"I Love You, Stupid",Laura Mañá,"Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Alba Ribas, Patricia Vico, Ernesto Alterio",Spain,2020-05-15,2019-01-01,TV-MA,88 min,"Comedies, International Movies, Romantic Movies","after marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru.",88.0,min,2020.0,88.0,Medium Movie,Licensed,88.0
s2523,Tv Show,Inhuman Resources,Ziad Doueiri,"Eric Cantona, Suzanne Clément, Alex Lutz, Gustave Kervern, Alice De Lencquesaing, Louise Coldefy, Nicolas Martinez, Adama Niane",France,2020-05-15,2020-01-01,TV-MA,1 season,"Crime Tv Shows, International Tv Shows, Tv Dramas","alain delambre, unemployed and 57, is lured by an attractive job opening. but things get ugly when he realizes he’s a pawn in a cruel corporate game.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2524,Tv Show,Madam Secretary,Unknown,"Téa Leoni, Tim Daly, Bebe Neuwirth, Zeljko Ivanek, Erich Bergen, Patina Miller, Geoffrey Arend, Kathrine Herzer, Evan Roe, Wallis Currie-Wood",United States,2020-05-15,2019-01-01,TV-PG,6 seasons,Tv Dramas,"when a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family.",6.0,season,2020.0,6.0,Multi Season Show,Licensed,6.0
s2525,Tv Show,Magic For Humans,Unknown,Justin Willman,United States,2020-05-15,2020-01-01,TV-14,3 seasons,"Reality Tv, Tv Comedies","from baffling people on the street to orchestrating elaborate tricks, justin willman blends good-natured magic with grown-up laughs.",3.0,season,2020.0,3.0,Multi Season Show,Original,3.0
s2526,Tv Show,Parasyte: The Maxim,Unknown,"Nobunaga Shimazaki, Aya Hirano, Kana Hanazawa, Kiyono Yasuno, Rena Maeda, Miyuki Sawashiro, Hiroyuki Yoshino, Atsuko Tanaka",Japan,2020-05-15,2014-01-01,TV-MA,1 season,"Anime Series, International Tv Shows, Tv Horror","a teenager battles an onslaught of parasites from space with help from migi, a docile parasitic creature that's taken over his right hand.",1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2527,Tv Show,She-Ra And The Princesses Of Power,Unknown,"Aimee Carrero, Aj Michalka, Marcus Scribner, Karen Fukuhara, Reshma Shetty, Lorraine Toussaint, Keston John, Lauren Ash, Christine Woods, Morla Gorrondona, Antony Del Rio, Dana Davis, Grey Griffin, Genesis Rodriguez, Jordan Fisher, Vella Lovell, Merit Leighton, Sandra Oh, Krystal Joy Brown",United States,2020-05-15,2020-01-01,TV-Y7,5 seasons,"Kids' Tv, Tv Action & Adventure, Tv Sci-Fi & Fantasy","soldier adora finds a magic sword – and her identity as legendary hero she-ra. she joins the rebellion, but her best friend stays with the evil horde.",5.0,season,2020.0,5.0,Multi Season Show,Original,5.0
s2528,Tv Show,Sleepless Society: Two Pillows & A Lost Soul,Sivaroj Kongsakul,"Numthip Jongrachatawiboon, Vorarit Fuangarom, Bhumibhat Thavornsiri, Thanongsak Suphakan, Kanjanaporn Plodpai, Tosatid Darnkhuntod, Boonsong Nakphoo, Arachaporn Pokinpakorn, Annita Sarucha, Chidsanupong Sakulnuntipat, Nisawan Silpapearsue, Porntip Tipsiri, Thana Srisuke",Thailand,2020-05-15,2020-01-01,TV-MA,1 season,"Crime Tv Shows, International Tv Shows, Tv Dramas",a motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.,1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2529,Tv Show,Strangers From Hell,Unknown,"Lee Dong-Wook, Im Si-Wan, Lee Jung-Eun, Lee Hyun-Wook, Park Jong-Hwan, Lee Joong-Ok, Ahn Eun-Jin",South Korea,2020-05-15,2019-01-01,TV-MA,1 season,"International Tv Shows, Korean Tv Shows, Tv Horror",unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.,1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2530,Tv Show,The Wiggles,Unknown,"Anthony Field, Lachlan Gillespie, Simon Pryce, Emma Watkins, Paul Paddick",Australia,2020-05-15,2015-01-01,TV-Y,2 seasons,Kids' Tv,"the top band for preschool kids, the wiggles, entertains tots with spirited music, simple choreography and whimsical adventures.",2.0,season,2020.0,2.0,Multi Season Show,Licensed,2.0
s2531,Tv Show,White Lines,Unknown,"Laura Haddock, Nuno Lopes, Marta Milans, Laurence Fox, Daniel Mays, Angela Griffin, Juan Diego Botto, Pedro Casablanc, Belén López, Barry Ward, Tom Rhys Harries","United Kingdom, Spain",2020-05-15,2020-01-01,TV-MA,1 season,"British Tv Shows, Crime Tv Shows, International Tv Shows","zoe walker leaves her quiet life behind to investigate her brother's disappearance in ibiza, where she quickly heads down a decadent and dangerous path.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,2020-05-14,2018-01-01,TV-14,109 min,"Dramas, International Movies, Romantic Movies","at a bandung high school, charming and rebellious dilan vies for the affections of shy new student milea.",109.0,min,2020.0,109.0,Medium Movie,Licensed,109.0
s2533,Movie,Dilan 1991,"Fajar Bustomi, Pidi Baiq","Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",Indonesia,2020-05-14,2019-01-01,TV-14,118 min,"Dramas, International Movies, Romantic Movies","dilan's involvement in the motorbike gang imperils his relationship with milea, whose distant relative returns from belgium.",118.0,min,2020.0,118.0,Medium Movie,Licensed,118.0
s2534,Movie,Fan Of Amoory,Salmeen Almurry Amer,"Almulla Abdulrahman, Mansour Al Felei, Abdullah Bin Heider, Alhamadi Hamad, Alzaabi Matar, Albloushi Mayed, Althogali Saif, Alaa Shakir",United Arab Emirates,2020-05-14,2018-01-01,TV-G,109 min,"Children & Family Movies, Dramas, International Movies","inspired by his idol omar abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.",109.0,min,2020.0,109.0,Medium Movie,Licensed,109.0
s2535,Movie,Malang,Mohit Suri,"Anil Kapoor, Aditya Roy Kapur, Disha Patani, Kunal Khemu, Makrand Deshpande, Vatsal Seth, Amruta Khanvilkar, Shaad Randhawa",India,2020-05-14,2020-01-01,TV-MA,131 min,"Action & Adventure, International Movies, Romantic Movies","years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels.",131.0,min,2020.0,131.0,Long Movie,Original,131.0
s2536,Movie,Match,Obaid Alhmoudi,"Mahmood Bin Shamsan, Waleed Alyasi, Sawsan Saad",Unknown,2020-05-14,2017-01-01,TV-14,91 min,"Dramas, International Movies","after living with a criminal father, two brothers on different paths head for a direct collision when an intriguing woman enters both of their lives.",91.0,min,2020.0,91.0,Medium Movie,Licensed,91.0
s2537,Movie,Rencor Tatuado,Julián Hernández,"Diana Lein, Irving Peña, César Romero, César Ramos, Giovanna Zacarías, Mónica Del Carmen, Rocío Verdejo, Itatí Cantoral",Mexico,2020-05-14,2018-01-01,TV-MA,152 min,"Dramas, Independent Movies, International Movies","armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists.",152.0,min,2020.0,152.0,Long Movie,Licensed,152.0
s2538,Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,"Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",Nigeria,2020-05-14,2018-01-01,TV-14,67 min,"International Movies, Thrillers",a teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,67.0,min,2020.0,67.0,Medium Movie,Licensed,67.0
s2539,Movie,Wedy Atkalam,Sadeq Behbehani,"Abdulmohsen Al-Qaffas, Jamal Alradhan, Jassim Al Nabhan, Layla Abdullah, Khaled Al-Buraiki",Kuwait,2020-05-14,2018-01-01,TV-PG,72 min,"Comedies, Dramas, International Movies","a socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.",72.0,min,2020.0,72.0,Medium Movie,Licensed,72.0
s2540,Movie,Fire In The Blood,Dylan Mohan Gray,William Hurt,India,2020-05-13,2012-01-01,TV-14,83 min,"Documentaries, International Movies",dylan mohan gray examines africa's aids crisis and activists' battle with pharmaceutical companies to make life-saving hiv drugs more affordable.,83.0,min,2020.0,83.0,Medium Movie,Licensed,83.0
