show_id	type	title	director	country	primary_country	year_added	month_added	release_year	rating	rating_category	duration	duration_int	listed_in	genres	primary_genre	content_length_category	original_vs_licensed
s557	Movie	The 8Th Night	Kim Tae-Hyung	South Korea	South Korea	2021	July	2021	Tv-14	Teen	116 min	116.0	Horror Movies, International Movies, Thrillers	Horror Movies | International Movies | Thrillers	Horror Movies	Medium	Original
s558	Movie	Winchester	Michael Spierig, Peter Spierig	Australia, United States	Australia	2021	July	2018	Pg-13	Teen	100 min	100.0	Horror Movies, Sci-Fi & Fantasy	Horror Movies | Sci-Fi & Fantasy	Horror Movies	Medium	Licensed
s559	Movie	6 Bullets	Ernie Barbarash	United States	United States	2021	July	2012	R	Mature	115 min	115.0	Action & Adventure	Action & Adventure	Action & Adventure	Medium	Licensed
s560	Movie	Air Force One	Wolfgang Petersen	United States, Germany	United States	2021	July	1997	R	Mature	125 min	125.0	Action & Adventure	Action & Adventure	Action & Adventure	Long	Licensed
s561	Movie	Audible	Matt Ogens	Nan	Unknown	2021	July	2021	Pg-13	Teen	39 min	39.0	Documentaries, Sports Movies	Documentaries | Sports Movies	Documentaries	Short	Original
s562	Movie	Austin Powers In Goldmember	Jay Roach	United States	United States	2021	July	2002	Pg-13	Teen	94 min	94.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s563	Movie	Austin Powers: International Man Of Mystery	Jay Roach	United States	United States	2021	July	1997	Pg-13	Teen	90 min	90.0	Comedies	Comedies	Comedies	Medium	Licensed
s564	Movie	Austin Powers: The Spy Who Shagged Me	Jay Roach	United States	United States	2021	July	1999	Pg-13	Teen	95 min	95.0	Action & Adventure, Comedies, Sci-Fi & Fantasy	Action & Adventure | Comedies | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s565	Movie	Boogie Nights	Paul Thomas Anderson	United States	United States	2021	July	1997	R	Mature	155 min	155.0	Comedies, Dramas, Independent Movies	Comedies | Dramas | Independent Movies	Comedies	Long	Licensed
s566	Tv Show	Bureau Of Magical Things	Unknown	Australia, Germany	Australia	2021	July	2020	Tv-G	General	1 Season	1.0	International Tv Shows, Kids Tv, Tv Mysteries	International Tv Shows | Kids Tv | Tv Mysteries	International Tv Shows	Series	Licensed
s567	Movie	CharlieS Angels	Mcg	United States, Germany	United States	2021	July	2000	Pg-13	Teen	98 min	98.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s568	Movie	Congo	Frank Marshall	United States	United States	2021	July	1995	Pg-13	Teen	108 min	108.0	Action & Adventure, Thrillers	Action & Adventure | Thrillers	Action & Adventure	Medium	Licensed
s569	Movie	Dennis The Menace	Nick Castle	United States	United States	2021	July	1993	Pg	General	96 min	96.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Medium	Licensed
s570	Movie	Dreamy Eyes	Victor Vu	Vietnam	Vietnam	2021	July	2019	Tv-14	Teen	117 min	117.0	Dramas, International Movies, Romantic Movies	Dramas | International Movies | Romantic Movies	Dramas	Medium	Licensed
s571	Movie	Dynasty Warriors	Chow Hin Yeung Roy	Nan	Unknown	2021	July	2021	Tv-14	Teen	118 min	118.0	Action & Adventure, International Movies	Action & Adventure | International Movies	Action & Adventure	Medium	Original
s572	Tv Show	Generation 56K	Unknown	Nan	Unknown	2021	July	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Romantic Tv Shows, Tv Comedies	International Tv Shows | Romantic Tv Shows | Tv Comedies	International Tv Shows	Series	Original
s573	Movie	Hampstead	Joel Hopkins	United Kingdom, Belgium	United Kingdom	2021	July	2019	Pg-13	Teen	103 min	103.0	Comedies, Dramas, International Movies	Comedies | Dramas | International Movies	Comedies	Medium	Licensed
s574	Movie	Kung Fu Panda	John Stevenson, Mark Osborne	United States, China	United States	2021	July	2008	Pg	General	94 min	94.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Medium	Licensed
s575	Movie	Kung Fu Panda 2	Jennifer Yuh Nelson	United States, China	United States	2021	July	2011	Pg	General	93 min	93.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Medium	Licensed
s576	Movie	Life As We Know It	Greg Berlanti	United States	United States	2021	July	2010	Pg-13	Teen	115 min	115.0	Comedies, Dramas, Romantic Movies	Comedies | Dramas | Romantic Movies	Comedies	Medium	Licensed
s577	Movie	Mary Magdalene	Garth Davis	United Kingdom, Australia, United States	United Kingdom	2021	July	2019	R	Mature	120 min	120.0	Dramas, Faith & Spirituality, International Movies	Dramas | Faith & Spirituality | International Movies	Dramas	Long	Licensed
s578	Tv Show	Masameer County	Malik Nejer	Nan	Unknown	2021	July	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Tv Comedies	International Tv Shows | Tv Comedies	International Tv Shows	Series	Original
s579	Movie	Memoirs Of A Geisha	Rob Marshall	France, Japan, United States	France	2021	July	2005	Pg-13	Teen	145 min	145.0	Dramas, Romantic Movies	Dramas | Romantic Movies	Dramas	Long	Licensed
s580	Movie	Midnight Run	Martin Brest	United States	United States	2021	July	1988	R	Mature	126 min	126.0	Action & Adventure, Classic Movies, Comedies	Action & Adventure | Classic Movies | Comedies	Action & Adventure	Long	Licensed
s581	Movie	Mobile Suit Gundam Hathaway	Shuko Murase	Nan	Unknown	2021	July	2021	Tv-14	Teen	96 min	96.0	Action & Adventure, Anime Features, International Movies	Action & Adventure | Anime Features | International Movies	Action & Adventure	Medium	Original
s582	Movie	Mortal Kombat	Paul W.S. Anderson	United States	United States	2021	July	1995	Pg-13	Teen	101 min	101.0	Action & Adventure, Sci-Fi & Fantasy	Action & Adventure | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s583	Movie	MotherS Day	Garry Marshall	United States	United States	2021	July	2016	Pg-13	Teen	118 min	118.0	Comedies, Dramas	Comedies | Dramas	Comedies	Medium	Licensed
s584	Movie	No Strings Attached	Ivan Reitman	United States, United Kingdom	United States	2021	July	2011	R	Mature	109 min	109.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Licensed
s585	Movie	Not Another Teen Movie	Joel Gallen	United States	United States	2021	July	2001	R	Mature	89 min	89.0	Comedies	Comedies	Comedies	Short	Licensed
s586	Movie	Ophelia	Claire Mccarthy	United Kingdom, United States	United Kingdom	2021	July	2018	Pg-13	Teen	106 min	106.0	Dramas, Romantic Movies	Dramas | Romantic Movies	Dramas	Medium	Licensed
s587	Movie	Pet Sematary 2	Mary Lambert	Nan	Unknown	2021	July	1992	R	Mature	101 min	101.0	Horror Movies	Horror Movies	Horror Movies	Medium	Licensed
s588	Tv Show	Quarantine Tales	Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar	Nan	Unknown	2021	July	2020	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Tv Comedies, Tv Dramas	International Tv Shows | Tv Comedies | Tv Dramas	International Tv Shows	Series	Licensed
s589	Tv Show	Rainbow Rangers	Unknown	United States	United States	2021	July	2018	Tv-Y	Kids	1 Season	1.0	Kids Tv	Kids Tv	Kids Tv	Series	Licensed
s590	Movie	Red Joan	Trevor Nunn	United Kingdom	United Kingdom	2021	July	2019	R	Mature	101 min	101.0	Dramas, International Movies	Dramas | International Movies	Dramas	Medium	Licensed
s591	Tv Show	Sailor Moon Crystal	Unknown	Nan	Unknown	2021	July	2016	Tv-Y7	Kids	3 Seasons	3.0	Anime Series, Kids Tv	Anime Series | Kids Tv	Anime Series	Series	Licensed
s592	Movie	Seven Pounds	Gabriele Muccino	United States	United States	2021	July	2008	Pg-13	Teen	123 min	123.0	Dramas, Romantic Movies	Dramas | Romantic Movies	Dramas	Long	Licensed
s593	Movie	SheS Out Of My League	Jim Field Smith	United States	United States	2021	July	2010	R	Mature	106 min	106.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Licensed
s594	Movie	Snow Day	Chris Koch	United States	United States	2021	July	2000	Pg	General	89 min	89.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Short	Licensed
s595	Movie	Star Trek	J.J. Abrams	United States, Germany	United States	2021	July	2009	Pg-13	Teen	128 min	128.0	Action & Adventure, Sci-Fi & Fantasy	Action & Adventure | Sci-Fi & Fantasy	Action & Adventure	Long	Licensed
s596	Movie	Stuart Little	Rob Minkoff	Germany, United States	Germany	2021	July	1999	Pg	General	85 min	85.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Short	Licensed
s597	Movie	Sword Of Trust	Lynn Shelton	United States	United States	2021	July	2019	R	Mature	89 min	89.0	Comedies, Dramas, Independent Movies	Comedies | Dramas | Independent Movies	Comedies	Short	Licensed
s598	Movie	Talladega Nights: The Ballad Of Ricky Bobby	Adam Mckay	United States	United States	2021	July	2006	Pg-13	Teen	108 min	108.0	Action & Adventure, Comedies, Sports Movies	Action & Adventure | Comedies | Sports Movies	Action & Adventure	Medium	Licensed
s599	Movie	The American	Anton Corbijn	United States, United Kingdom	United States	2021	July	2010	R	Mature	105 min	105.0	Dramas, Thrillers	Dramas | Thrillers	Dramas	Medium	Licensed
s600	Movie	The Best Of Enemies	Robin Bissell	United States	United States	2021	July	2019	Pg-13	Teen	133 min	133.0	Dramas	Dramas	Dramas	Long	Licensed
s601	Movie	The Game	David Fincher	United States	United States	2021	July	1997	R	Mature	129 min	129.0	Thrillers	Thrillers	Thrillers	Long	Licensed
s602	Movie	The Karate Kid	John G. Avildsen	United States	United States	2021	July	1984	Pg	General	127 min	127.0	Action & Adventure, Children & Family Movies, Classic Movies	Action & Adventure | Children & Family Movies | Classic Movies	Action & Adventure	Long	Licensed
s603	Movie	The Karate Kid Part Ii	John G. Avildsen	United States	United States	2021	July	1986	Pg	General	113 min	113.0	Action & Adventure, Children & Family Movies, Dramas	Action & Adventure | Children & Family Movies | Dramas	Action & Adventure	Medium	Licensed
s604	Movie	The Karate Kid Part Iii	John G. Avildsen	United States	United States	2021	July	1989	Pg	General	112 min	112.0	Children & Family Movies, Dramas	Children & Family Movies | Dramas	Children & Family Movies	Medium	Licensed
s605	Movie	The Life Of David Gale	Alan Parker	United Kingdom, Germany, Spain, United States	United Kingdom	2021	July	2003	R	Mature	130 min	130.0	Dramas	Dramas	Dramas	Long	Licensed
s606	Movie	The Long Riders	Walter Hill	United States	United States	2021	July	1980	R	Mature	100 min	100.0	Action & Adventure	Action & Adventure	Action & Adventure	Medium	Licensed
s607	Movie	The Queen	Stephen Frears	United Kingdom, United States, France, Italy	United Kingdom	2021	July	2006	Pg-13	Teen	103 min	103.0	Dramas, International Movies	Dramas | International Movies	Dramas	Medium	Licensed
s608	Movie	The Strangers	Bryan Bertino	United States	United States	2021	July	2008	R	Mature	85 min	85.0	Horror Movies, Thrillers	Horror Movies | Thrillers	Horror Movies	Short	Licensed
s609	Movie	The Sum Of All Fears	Phil Alden Robinson	United States, Germany, Canada	United States	2021	July	2002	Pg-13	Teen	124 min	124.0	Action & Adventure	Action & Adventure	Action & Adventure	Long	Licensed
s610	Movie	The Tourist	Florian Henckel Von Donnersmarck	United States, France, Italy, United Kingdom	United States	2021	July	2010	Pg-13	Teen	103 min	103.0	Action & Adventure, Romantic Movies	Action & Adventure | Romantic Movies	Action & Adventure	Medium	Licensed
s611	Movie	Underworld	Len Wiseman	United States, United Kingdom, Germany, Hungary	United States	2021	July	2003	R	Mature	121 min	121.0	Action & Adventure, Horror Movies, Sci-Fi & Fantasy	Action & Adventure | Horror Movies | Sci-Fi & Fantasy	Action & Adventure	Long	Licensed
s612	Movie	Underworld: Awakening	Måns Mårlind, Björn Stein	United States, Canada	United States	2021	July	2012	R	Mature	89 min	89.0	Action & Adventure, Horror Movies, Sci-Fi & Fantasy	Action & Adventure | Horror Movies | Sci-Fi & Fantasy	Action & Adventure	Short	Licensed
s613	Movie	Underworld: Rise Of The Lycans	Patrick Tatopoulos	United States, New Zealand	United States	2021	July	2009	R	Mature	92 min	92.0	Action & Adventure, Horror Movies, Sci-Fi & Fantasy	Action & Adventure | Horror Movies | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s614	Movie	Voiceless	Robert O. Peters	Nigeria	Nigeria	2021	July	2020	Tv-Ma	Mature	112 min	112.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Medium	Licensed
s615	Movie	What Dreams May Come	Vincent Ward	United States, New Zealand	United States	2021	July	1998	Pg-13	Teen	114 min	114.0	Dramas, Romantic Movies, Sci-Fi & Fantasy	Dramas | Romantic Movies | Sci-Fi & Fantasy	Dramas	Medium	Licensed
s616	Movie	Why Do Fools Fall In Love	Gregory Nava	United States	United States	2021	July	1998	R	Mature	116 min	116.0	Dramas, Music & Musicals, Romantic Movies	Dramas | Music & Musicals | Romantic Movies	Dramas	Medium	Licensed
s617	Movie	Working Title	Mary Harron	Nan	Unknown	2021	July	2019	R	Mature	110 min	110.0	Dramas	Dramas	Dramas	Medium	Licensed
s618	Tv Show	Young Royals	Unknown	Sweden	Sweden	2021	July	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Romantic Tv Shows, Tv Dramas	International Tv Shows | Romantic Tv Shows | Tv Dramas	International Tv Shows	Series	Original
s619	Movie	America: The Motion Picture	Matt Thompson	United States	United States	2021	June	2021	Tv-Ma	Mature	98 min	98.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Original
s620	Movie	Deranged	Jameel Buari	Nan	Unknown	2021	June	2020	Tv-14	Teen	98 min	98.0	Dramas, International Movies	Dramas | International Movies	Dramas	Medium	Licensed
s621	Tv Show	Droppin Cash: Los Angeles	Unknown	United States	United States	2021	June	2019	Tv-Ma	Mature	1 Season	1.0	Reality Tv	Reality Tv	Reality Tv	Series	Licensed
s622	Tv Show	Legend Of Exorcism	Shen Leping	Nan	Unknown	2021	June	2020	Tv-14	Teen	1 Season	1.0	Anime Series, Crime Tv Shows, International Tv Shows	Anime Series | Crime Tv Shows | International Tv Shows	Anime Series	Series	Licensed
s623	Movie	Lying And Stealing	Matt Aselton	United States	United States	2021	June	2019	R	Mature	100 min	100.0	Thrillers	Thrillers	Thrillers	Medium	Licensed
s624	Movie	Mommy Issues	Jose Javier Reyes	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	90 min	90.0	Comedies, Dramas, International Movies	Comedies | Dramas | International Movies	Comedies	Medium	Original
s625	Movie	Prime Time	Jakub Piątek	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	92 min	92.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Medium	Original
s626	Tv Show	Somos.	Unknown	Mexico	Mexico	2021	June	2021	Tv-Ma	Mature	1 Season	1.0	Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows	Crime Tv Shows | International Tv Shows | Spanish-Language Tv Shows	Crime Tv Shows	Series	Original
s627	Tv Show	Sophie: A Murder In West Cork	John Dower	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	1 Season	1.0	British Tv Shows, Crime Tv Shows, Docuseries	British Tv Shows | Crime Tv Shows | Docuseries	British Tv Shows	Series	Original
s628	Tv Show	The Daily Life Of The Immortal King	Unknown	China	China	2021	June	2020	Tv-14	Teen	1 Season	1.0	Anime Series, International Tv Shows, Teen Tv Shows	Anime Series | International Tv Shows | Teen Tv Shows	Anime Series	Series	Licensed
s629	Tv Show	Starbeam	Unknown	United States	United States	2021	June	2021	Tv-Y	Kids	4 Seasons	4.0	Kids Tv	Kids Tv	Kids Tv	Series	Original
s630	Movie	A Way Back Home	B. T Thomas	Nan	Unknown	2021	June	2020	Tv-14	Teen	82 min	82.0	Dramas, International Movies	Dramas | International Movies	Dramas	Short	Licensed
s631	Movie	Killing Them Softly	Andrew Dominik	United States	United States	2021	June	2012	R	Mature	97 min	97.0	Dramas	Dramas	Dramas	Medium	Licensed
s632	Tv Show	The Seven Deadly Sins	Unknown	Japan	Japan	2021	June	2021	Tv-14	Teen	5 Seasons	5.0	Anime Series, International Tv Shows	Anime Series | International Tv Shows	Anime Series	Series	Original
s633	Movie	Wanted	Nibal Arakji	Nan	Unknown	2021	June	2019	Tv-14	Teen	90 min	90.0	Comedies, International Movies	Comedies | International Movies	Comedies	Medium	Licensed
s634	Movie	Into The Wind	Sofie Šustková	Nan	Unknown	2021	June	2018	Tv-Ma	Mature	76 min	76.0	Dramas, Independent Movies, International Movies	Dramas | Independent Movies | International Movies	Dramas	Short	Licensed
s635	Movie	Wonder Boy	Anissa Bonnefont	France	France	2021	June	2019	Tv-14	Teen	83 min	83.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s636	Movie	Here Comes The Rain	Bahij Hojeij	Lebanon	Lebanon	2021	June	2010	Tv-Ma	Mature	101 min	101.0	Dramas, International Movies	Dramas | International Movies	Dramas	Medium	Licensed
s637	Movie	The Ice Road	Jonathan Hensleigh	United States, Canada	United States	2021	June	2021	Pg-13	Teen	109 min	109.0	Action & Adventure	Action & Adventure	Action & Adventure	Medium	Original
s638	Tv Show	Ray	Srijit Mukherji, Vasan Bala, Abhishek Chaubey	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Tv Dramas, Tv Mysteries	International Tv Shows | Tv Dramas | Tv Mysteries	International Tv Shows	Series	Original
s639	Tv Show	Sex/Life	Unknown	United States	United States	2021	June	2021	Tv-Ma	Mature	1 Season	1.0	Romantic Tv Shows, Tv Dramas	Romantic Tv Shows | Tv Dramas	Romantic Tv Shows	Series	Original
s640	Tv Show	Godzilla Singular Point	Unknown	Nan	Unknown	2021	June	2021	Tv-14	Teen	1 Season	1.0	Anime Series, International Tv Shows	Anime Series | International Tv Shows	Anime Series	Series	Original
s641	Tv Show	Jiva!	Unknown	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Tv Dramas	International Tv Shows | Tv Dramas	International Tv Shows	Series	Original
s642	Movie	Sisters On Track	Unknown	Nan	Unknown	2021	June	2021	Pg	General	97 min	97.0	Documentaries, Sports Movies	Documentaries | Sports Movies	Documentaries	Medium	Original
s643	Tv Show	The Naked Director	Unknown	Japan	Japan	2021	June	2021	Tv-Ma	Mature	2 Seasons	2.0	International Tv Shows, Tv Dramas	International Tv Shows | Tv Dramas	International Tv Shows	Series	Original
s644	Movie	The Seventh Day	Justin P. Lange	United States	United States	2021	June	2021	R	Mature	87 min	87.0	Horror Movies	Horror Movies	Horror Movies	Short	Original
s645	Movie	Good On Paper	Kimmy Gatewood	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	94 min	94.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Original
s646	Movie	Murder By The Coast	Tània Balló	Nan	Unknown	2021	June	2021	Tv-14	Teen	89 min	89.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Original
s647	Movie	The House Of Flowers: The Movie	Manolo Caro	Nan	Unknown	2021	June	2021	Tv-Ma	Mature	88 min	88.0	Comedies, International Movies, Music & Musicals	Comedies | International Movies | Music & Musicals	Comedies	Short	Original
s648	Tv Show	The Parisian Agency: Exclusive Properties	Unknown	Nan	Unknown	2021	June	2021	Tv-G	General	1 Season	1.0	International Tv Shows, Reality Tv	International Tv Shows | Reality Tv	International Tv Shows	Series	Original
s649	Tv Show	Too Hot To Handle	Unknown	United States	United States	2021	June	2021	Tv-Ma	Mature	2 Seasons	2.0	Reality Tv, Romantic Tv Shows	Reality Tv | Romantic Tv Shows	Reality Tv	Series	Original
s650	Movie	Broken	Anurin Nwunembom	Nan	Unknown	2021	June	2019	Tv-14	Teen	108 min	108.0	Dramas, International Movies, Romantic Movies	Dramas | International Movies | Romantic Movies	Dramas	Medium	Licensed
